ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTMETHOD
14245,36,99.86,10,3610.9,2025-02-27,Shipped,1,2,2025,Classic Cars,95.15,S73_9277,Dean Inc,(640)921-2350x4991,53658 Karen Well Suite 791,Suite 839,North Williamchester,AS,76377,Lebanon,APAC,Johnson,Lisa,Medium,Bank Transfer
16166,10,40.63,4,293.78,2025-02-21,In Process,1,2,2025,Trains,33.09,S68_3684,"Anderson, Small and Wheeler",854-909-3714x431,5858 Williams Courts Apt. 811,Apt. 716,Deniseview,HI,4047,Austria,EMEA,Williams,Ryan,Small,Credit Card
24487,47,109.99,5,5304.74,2025-05-17,In Process,2,5,2025,Classic Cars,113.27,S55_7323,"Dudley, Farmer and Little",(412)293-2317x8523,95709 Sandra Meadows,Suite 621,South Michaelburgh,OK,56155,Japan,APAC,Martinez,Cheyenne,Large,Bank Transfer
24835,48,66.94,4,3171.32,2025-05-14,In Process,2,5,2025,Motorcycles,57.97,S72_4423,Jones LLC,892-974-4312x27653,8832 Miller Island,Apt. 151,Allisonfurt,WV,15257,Kiribati,LATAM,Stevenson,Edward,Medium,PayPal
14160,20,42.47,9,815.65,2025-01-02,Shipped,1,1,2025,Trains,47.13,S79_4045,"Ramirez, Williams and Myers",902.608.2114,817 Louis Fords,Apt. 761,East Krista,OK,34670,Bouvet Island (Bouvetoya),LATAM,Wise,Michael,Small,Credit Card
22670,14,31.93,8,432.71,2025-03-04,Cancelled,1,3,2025,Trains,37.94,S11_8972,Garcia-Li,001-744-306-0033,79543 Marcus Locks,Suite 717,Mendezville,WV,7160,United States of America,LATAM,Villa,Alex,Small,Cash
26132,6,98.06,8,543.54,2025-04-08,In Process,2,4,2025,Ships,108.4,S84_9343,Campbell-Williams,(269)640-9559,395 Sharon Fall Apt. 022,Apt. 911,Lake John,PR,9011,Belarus,APAC,Taylor,Jessica,Small,PayPal
14897,26,88.89,3,2353.07,2025-01-21,In Process,1,1,2025,Classic Cars,85.68,S28_6979,"Aguirre, Miller and Ramos",+1-832-291-3010x887,41246 Liu Courts Suite 171,Suite 773,Port Robertchester,PR,14498,Ecuador,APAC,Wilson,Vanessa,Medium,PayPal
20278,40,57.93,7,2285.17,2025-04-19,In Process,2,4,2025,Motorcycles,59.07,S14_7364,"Herrera, Benson and Johnson",5815588183,830 Garcia Corner,Apt. 167,South Coreyside,AK,90761,Peru,APAC,Reid,Thomas,Medium,PayPal
21120,38,64.06,5,2442.69,2025-06-05,Cancelled,2,6,2025,Classic Cars,61.59,S84_2391,Rivera-Guerra,+1-335-537-2971x45632,76148 Perez Course,Suite 950,Port Jasonport,MD,92583,Norfolk Island,APAC,Jacobs,Crystal,Medium,Credit Card
28423,26,33.41,2,872.45,2025-04-06,In Process,2,4,2025,Trains,38.98,S26_6880,Garcia Inc,9348694519,52419 Porter Turnpike Suite 964,Suite 376,East Stephanie,VI,76406,Singapore,EMEA,Long,Nathan,Small,PayPal
24011,6,119.22,8,829.2,2025-04-01,Shipped,2,4,2025,Planes,130.65,S53_7725,Phillips-Phillips,(908)641-0144x7598,1508 David Flats,Apt. 635,New Angelicafort,CA,69099,Norway,LATAM,Juarez,Sarah,Small,PayPal
22096,34,73.58,9,2463.99,2025-03-20,On Hold,1,3,2025,Motorcycles,62.69,S80_4195,Travis Ltd,617-365-6034x383,919 Smith Estates,Apt. 200,Port Samantha,GA,89626,Bhutan,LATAM,Hanson,Tina,Medium,Bank Transfer
23795,34,68.57,6,2441.24,2025-01-16,On Hold,1,1,2025,Motorcycles,76.94,S41_3623,Bowen-Thompson,001-528-469-5272x290,40013 Richard Street,Suite 749,Carlosmouth,AL,78714,Faroe Islands,APAC,Barr,Joanna,Medium,Credit Card
24926,15,142.73,5,2133.42,2025-03-05,In Process,1,3,2025,Ships,168.08,S48_2750,Adams-Shea,314-991-0133,634 Gutierrez Extension,Apt. 036,Sarashire,NY,92341,Micronesia,LATAM,Brooks,Deborah,Medium,Credit Card
28583,23,29.52,5,665.78,2025-01-09,On Hold,1,1,2025,Trains,27.82,S19_1558,Parker PLC,(316)267-4093x10826,04512 Alexander Trafficway Suite 404,Apt. 615,Aguilarstad,LA,50904,Aruba,LATAM,Brown,Lisa,Small,Credit Card
24528,45,43.39,8,1944.55,2025-04-18,Shipped,2,4,2025,Motorcycles,47.77,S59_1676,"Tanner, Allen and Figueroa",268.872.4433,80572 Kelly Grove Suite 799,Suite 203,South Jeffrey,WY,6531,Russian Federation,APAC,Bentley,Samuel,Small,PayPal
29194,69,89.0,8,6115.62,2025-03-18,Shipped,1,3,2025,Trucks and Buses,71.65,S21_8626,Young-Hawkins,9583641269,9896 Williams Overpass Suite 619,Apt. 097,West Matthewville,VA,8435,Benin,LATAM,Randolph,Rachel,Large,Cash
13293,54,67.4,7,3496.25,2025-04-06,Cancelled,2,4,2025,Trucks and Buses,75.44,S45_5207,"Aguilar, Thompson and Summers",8078354701,718 Alex Springs Apt. 173,Suite 986,South Elizabeth,OR,86101,Argentina,APAC,Lyons,Mark,Medium,Credit Card
18231,65,82.41,1,5357.52,2025-06-23,Cancelled,2,6,2025,Trucks and Buses,93.82,S73_4224,Clark PLC,7365329456,7098 Tate Lake,Suite 928,Lake Danaborough,CA,90592,Tonga,APAC,Wilson,Jessica,Large,Credit Card
26121,26,25.86,6,633.47,2025-03-07,Resolved,1,3,2025,Trains,23.1,S22_4111,Thomas and Sons,404.571.0164x2081,42595 Sarah Ranch Apt. 815,Suite 965,Pamelaburgh,WV,78454,Tunisia,EMEA,Rodriguez,Eric,Small,PayPal
21340,37,84.77,10,3164.89,2025-04-28,Shipped,2,4,2025,Classic Cars,83.75,S71_3687,Flores-Estrada,+1-526-656-5501x5443,1119 Johnson Valley,Suite 345,Dicksonborough,IN,31367,Kenya,EMEA,Wilson,Roberto,Medium,PayPal
22562,7,134.25,9,1030.32,2025-06-19,Shipped,2,6,2025,Ships,112.29,S58_9858,"Marsh, Harrison and Erickson",373-712-6795x55117,82813 Diaz Spur Apt. 142,Suite 811,Lake Steven,NM,90696,Palau,EMEA,Salazar,Daniel,Small,Bank Transfer
28642,56,60.75,2,3390.61,2025-04-04,Shipped,2,4,2025,Motorcycles,56.73,S54_1397,Hubbard-Burton,(952)397-1159,37610 Murphy Pine Apt. 681,Suite 537,Hancockstad,KY,51273,Lebanon,LATAM,Ellis,Elaine,Medium,Credit Card
10930,38,60.56,1,2220.41,2025-05-17,Cancelled,2,5,2025,Motorcycles,70.05,S20_9773,Griffin Inc,591-510-6629x3223,60318 Smith Court,Suite 332,Nicoletown,HI,8993,Palestinian Territory,LATAM,Costa,Kayla,Medium,Bank Transfer
13208,53,40.53,4,2164.44,2025-03-23,In Process,1,3,2025,Motorcycles,32.53,S31_7670,"Guerra, Freeman and Hall",(785)341-5424x67532,6464 Martinez Branch Apt. 968,Apt. 549,Thomasview,LA,53316,Swaziland,LATAM,Sharp,Carlos,Medium,PayPal
17608,48,42.21,8,1960.97,2025-02-21,Shipped,1,2,2025,Motorcycles,43.87,S23_9697,Colon LLC,646.871.5721x5913,50765 Brown Prairie Apt. 536,Apt. 769,Pearsonview,ME,41614,Tokelau,APAC,Bradley,Gerald,Small,Bank Transfer
12247,13,47.87,10,707.36,2025-05-06,Shipped,2,5,2025,Trains,53.71,S60_5735,"Herrera, Haynes and Marquez",8924698807,7794 Renee Villages,Apt. 512,Lake Amanda,AS,71271,Dominican Republic,LATAM,Clark,Cheyenne,Small,PayPal
13783,38,86.9,9,3394.69,2025-05-08,Resolved,2,5,2025,Classic Cars,76.02,S95_3591,Gonzalez Ltd,7486179012,6180 Kathryn Mount Suite 551,Suite 648,Perkinsside,AK,74437,Benin,APAC,Stone,Teresa,Medium,PayPal
16053,39,72.8,4,2821.89,2025-01-18,Resolved,1,1,2025,Motorcycles,78.06,S60_4272,Robles Ltd,+1-617-689-7760,646 Moreno Walks Suite 004,Suite 256,Lake Whitney,OK,42992,Finland,LATAM,Stewart,Timothy,Medium,PayPal
29864,26,112.85,5,2954.05,2025-04-07,Resolved,2,4,2025,Classic Cars,91.12,S58_7950,"Mathews, Ellis and Anderson",783-690-2101x342,6049 Dickerson Loop,Suite 227,Howeberg,FM,18414,Bangladesh,EMEA,Johnson,Ryan,Medium,PayPal
22167,32,106.95,3,3443.83,2025-06-29,Shipped,2,6,2025,Classic Cars,116.39,S90_6881,Lin Inc,+1-683-371-2089x8477,5002 Dillon Underpass Apt. 450,Apt. 194,Port Nicholasmouth,WY,50963,Lithuania,LATAM,Foster,Sheila,Medium,Bank Transfer
22447,33,94.14,6,3198.63,2025-02-10,Shipped,1,2,2025,Classic Cars,81.99,S46_8567,Combs Inc,+1-543-948-8604x6835,0830 Vanessa Mountains,Suite 123,Valerieburgh,ME,43274,Barbados,LATAM,Hess,Robert,Medium,Bank Transfer
29592,41,81.48,6,3268.37,2025-05-27,Shipped,2,5,2025,Classic Cars,81.92,S19_8153,"Ross, Hayes and West",001-879-346-7859x429,0583 Fox Pine,Apt. 097,Robertport,GU,81377,Cayman Islands,EMEA,Butler,Candace,Medium,Cash
17300,16,36.61,3,694.58,2025-06-24,Shipped,2,6,2025,Trains,36.55,S52_6266,Dean-Shea,277-776-6237x4704,711 Harris Cliff Suite 017,Apt. 381,Christensenborough,GU,25049,Vietnam,APAC,Barber,Kurt,Small,Credit Card
13430,48,99.19,10,4625.36,2025-03-05,Shipped,1,3,2025,Classic Cars,102.55,S32_5755,Costa-Burnett,001-382-647-1163x828,5628 Herrera Mount Apt. 064,Suite 263,West Johnborough,KS,95876,Costa Rica,EMEA,Sherman,Shannon,Medium,Bank Transfer
15147,48,90.29,3,4451.07,2025-02-21,On Hold,1,2,2025,Classic Cars,78.46,S42_9975,Green-Harris,(210)837-8381x24132,766 Catherine Center Suite 435,Apt. 342,Jermainehaven,NH,652,Comoros,EMEA,Myers,Shannon,Medium,Credit Card
10591,41,60.2,10,2362.42,2025-05-26,Shipped,2,5,2025,Classic Cars,55.44,S82_3120,"Mason, Thomas and Collins",697-438-6149x4284,192 James Highway,Suite 680,Lake Kariport,IL,71244,Northern Mariana Islands,APAC,Schwartz,David,Medium,Cash
15485,48,95.19,8,4613.37,2025-03-30,Cancelled,1,3,2025,Classic Cars,76.44,S52_4173,Fernandez-Martin,366.668.0597x6394,56426 Zachary Summit Suite 729,Apt. 494,North Whitney,TN,66124,Dominican Republic,APAC,Caldwell,Christopher,Medium,Bank Transfer
12518,50,79.41,9,4097.26,2025-04-16,Cancelled,2,4,2025,Motorcycles,81.47,S45_5681,"Mckenzie, Warner and Haney",719-717-3938x36422,1506 Faulkner Garden Apt. 724,Apt. 928,Lake Carolynborough,FM,31062,Italy,LATAM,Williams,Ryan,Medium,PayPal
29902,78,66.14,5,5201.39,2025-04-09,Shipped,2,4,2025,Trucks and Buses,72.19,S57_6967,"Wright, Knight and Simpson",001-241-518-4128x12613,913 Sherri Lock,Suite 224,Katrinaberg,HI,64955,Switzerland,LATAM,Scott,Theresa,Large,PayPal
10723,53,68.97,1,3674.45,2025-06-02,Shipped,2,6,2025,Motorcycles,71.96,S14_7227,"Winters, Conrad and Bennett",+1-805-799-5358,048 Amanda Falls Suite 398,Suite 580,Erintown,MS,37126,Cyprus,EMEA,James,Russell,Medium,Credit Card
17248,57,55.02,1,3066.27,2025-04-17,In Process,2,4,2025,Motorcycles,49.96,S13_8727,Barton-Jefferson,901-937-8279,1395 Anderson Ford,Apt. 344,Whiteheadmouth,MD,2951,Sudan,LATAM,Salazar,Richard,Medium,Credit Card
26976,50,53.11,9,2677.63,2025-01-26,Cancelled,1,1,2025,Motorcycles,45.18,S20_7533,"Gibson, Miller and Brown",3696570829,59876 Miller Square,Suite 812,Port Kristentown,PA,97205,Germany,LATAM,Stewart,Jillian,Medium,Credit Card
19093,56,72.29,8,4104.9,2025-06-06,Shipped,2,6,2025,Motorcycles,84.43,S18_5432,Gonzalez-Patterson,(256)941-2177x224,698 Torres Pine,Suite 779,Gillview,CT,84871,Kiribati,EMEA,Sampson,Regina,Medium,PayPal
13383,80,83.12,1,6696.72,2025-04-30,Shipped,2,4,2025,Trucks and Buses,96.9,S14_1442,Casey LLC,(854)970-8213x0939,841 Henry Burg Suite 486,Suite 190,Port April,PR,69699,Turkmenistan,LATAM,Cox,Angela,Large,Credit Card
21264,27,76.68,5,2076.57,2025-02-15,Shipped,1,2,2025,Classic Cars,79.93,S14_2699,Robinson-Ewing,500.739.3775,176 Cynthia Crossroad,Apt. 125,South Faithmouth,DE,68940,Cambodia,LATAM,Powell,Scott,Medium,Credit Card
15599,69,74.28,2,5154.32,2025-01-09,Shipped,1,1,2025,Trucks and Buses,85.89,S55_7893,Rivera PLC,(791)691-1339x47207,4722 Reed Harbors Suite 070,Apt. 405,Brownfort,ND,57526,Bolivia,EMEA,Brown,Nicholas,Large,PayPal
17099,67,89.56,7,6008.43,2025-03-22,Shipped,1,3,2025,Trucks and Buses,73.35,S32_2612,Roberts-Gardner,(711)971-6364,31069 Barton Prairie Suite 466,Suite 834,East Andreaburgh,OR,54852,San Marino,LATAM,Brown,Benjamin,Large,Bank Transfer
18488,41,110.74,2,4499.08,2025-03-08,Shipped,1,3,2025,Classic Cars,125.26,S89_9640,"Kelly, Mitchell and Morrison",715-251-9851x2758,07536 Foley Trail Suite 895,Apt. 569,Staffordland,DC,33598,Venezuela,LATAM,Blair,Veronica,Medium,Cash
14368,99,53.79,9,5312.17,2025-03-10,Cancelled,1,3,2025,Trucks and Buses,63.34,S51_5010,Williams-Bernard,677-234-3429,84136 James Alley,Apt. 549,Underwoodhaven,WV,14775,Thailand,LATAM,Willis,Charles,Large,Bank Transfer
19545,60,40.54,3,2448.53,2025-01-21,Shipped,1,1,2025,Motorcycles,36.5,S11_9472,Chavez-Hopkins,001-676-296-7415x629,977 Seth Burgs,Suite 433,Bradleychester,OR,43233,British Indian Ocean Territory (Chagos Archipelago),APAC,Griffin,Matthew,Medium,Cash
12754,46,73.03,3,3379.39,2025-05-13,Shipped,2,5,2025,Classic Cars,86.62,S27_3557,Christian PLC,001-422-252-0248x18181,080 Kyle Spring Apt. 042,Suite 763,Jonathanton,MA,51549,Bahrain,LATAM,Clay,Timothy,Medium,Bank Transfer
21719,31,91.0,6,2841.04,2025-05-24,Shipped,2,5,2025,Classic Cars,74.16,S53_6753,Pierce and Sons,842-431-1779,484 David Village,Suite 537,Piercemouth,MD,86152,Congo,EMEA,Williams,Jason,Medium,Credit Card
21567,51,56.21,2,2823.09,2025-04-15,Shipped,2,4,2025,Motorcycles,53.94,S24_5894,"Abbott, Morrison and Thomas",630.281.2102,36783 Robert Crest Suite 800,Apt. 584,East James,ID,2219,Finland,LATAM,Smith,Jessica,Medium,Cash
16866,36,44.44,9,1555.92,2025-04-26,In Process,2,4,2025,Motorcycles,49.88,S79_1487,"Becker, Gutierrez and Gutierrez",299.698.5070x3132,40206 Rivera Ports Suite 414,Suite 261,New Jesusstad,AZ,83834,France,LATAM,Martinez,Matthew,Small,Cash
18208,14,38.59,5,624.17,2025-01-03,Resolved,1,1,2025,Trains,40.03,S92_2119,Gray-Bentley,001-247-252-5673x4198,35086 Graves Station,Apt. 188,Courtneyberg,VI,42274,Solomon Islands,APAC,Miller,Lisa,Small,Credit Card
27333,65,61.72,8,4088.35,2025-04-16,Shipped,2,4,2025,Trucks and Buses,51.45,S52_4533,Carpenter-Byrd,(503)473-0263,3891 Lopez Streets,Suite 745,Greenview,SD,49070,Oman,EMEA,Rodriguez,Rachael,Medium,PayPal
16580,87,81.84,2,7059.68,2025-02-12,Shipped,1,2,2025,Trucks and Buses,75.32,S20_9031,Romero-Taylor,+1-720-451-2546x192,2692 Mike Walk Apt. 921,Suite 027,North Nancy,AS,35409,China,APAC,Francis,Paul,Large,PayPal
26308,40,102.17,9,4159.03,2025-05-17,Shipped,2,5,2025,Classic Cars,94.74,S82_7053,"Roberts, Pace and Stone",(261)599-9705,52406 Anderson Street Suite 984,Apt. 967,New Amandaburgh,FL,2587,Liberia,LATAM,Larsen,Jennifer,Medium,Credit Card
22010,28,22.6,6,599.93,2025-03-20,Shipped,1,3,2025,Trains,22.8,S56_6862,Savage and Sons,943.722.2497,577 Ernest Parkway Apt. 784,Apt. 688,South Valerie,HI,28850,Denmark,LATAM,Dalton,George,Small,PayPal
12775,46,80.33,10,3674.15,2025-01-13,Shipped,1,1,2025,Classic Cars,93.54,S71_7547,Gutierrez-Conley,001-873-729-5140x7871,81328 Murphy Rest,Apt. 628,Port Laurafurt,KY,59310,Russian Federation,APAC,Shelton,Michael,Medium,Credit Card
21688,44,40.58,8,1883.97,2025-02-07,Shipped,1,2,2025,Motorcycles,37.27,S31_2123,Taylor-Stevens,218.894.2951,5143 Daniel Course,Suite 533,South Erin,MI,14271,Monaco,LATAM,Levine,Tracy,Small,Credit Card
24668,26,92.07,6,2472.05,2025-06-25,Shipped,2,6,2025,Classic Cars,81.29,S54_6868,Edwards-Brown,(689)544-3213x00505,9819 Sarah Divide Suite 589,Suite 651,South Davidchester,CO,16769,Greenland,LATAM,Turner,Jennifer,Medium,Credit Card
29072,63,66.48,2,4224.67,2025-06-09,Shipped,2,6,2025,Trucks and Buses,74.31,S69_6254,Hebert Group,001-308-578-1714x0188,43047 Kathy Walks,Suite 757,North Sarah,AK,41123,Malaysia,LATAM,Carpenter,Ian,Medium,Credit Card
13977,6,96.02,5,523.77,2025-02-24,Shipped,1,2,2025,Ships,111.68,S55_7084,Ross Ltd,(234)699-4459,95020 Soto Park,Suite 789,New Amyville,MN,80493,Monaco,EMEA,Holt,Samantha,Small,PayPal
28986,24,94.19,8,2254.11,2025-01-07,In Process,1,1,2025,Classic Cars,108.97,S24_7083,Buckley Inc,001-435-597-6040x04315,556 Martinez Meadows,Apt. 419,New Teresatown,GU,56106,Guinea,EMEA,Baker,Anthony,Medium,Bank Transfer
17938,60,45.49,7,2748.4,2025-04-25,On Hold,2,4,2025,Motorcycles,37.0,S90_6127,Kelly PLC,001-784-411-9695x43823,3845 Wright Summit Suite 367,Suite 828,East Ashleychester,KS,10783,Cameroon,LATAM,Howell,Dawn,Medium,Credit Card
18824,41,76.02,2,3123.57,2025-03-28,Shipped,1,3,2025,Classic Cars,87.93,S57_2249,Best-Beck,(888)704-6118x12645,762 Wesley Motorway,Suite 226,North Alanland,NH,48443,Somalia,EMEA,Rogers,Jennifer,Medium,Credit Card
16416,26,102.02,1,2742.21,2025-01-01,Shipped,1,1,2025,Classic Cars,84.21,S81_8312,Carroll LLC,+1-737-764-5553,21823 Tyler Pine Suite 129,Apt. 024,Annafurt,FM,96238,Wallis and Futuna,LATAM,Miller,Kenneth,Medium,PayPal
19956,45,61.92,10,2771.84,2025-02-11,Resolved,1,2,2025,Classic Cars,52.09,S26_9998,Jarvis-Zimmerman,349.694.2681x7154,0508 Pacheco Corners,Suite 301,Moraleston,GA,1606,Montenegro,APAC,Davies,Teresa,Medium,PayPal
24274,12,111.9,10,1284.15,2025-01-28,In Process,1,1,2025,Ships,95.49,S72_2703,Johnson-Franklin,001-640-859-6172,07843 Thompson Grove,Suite 153,Jamesburgh,IA,77091,Nepal,LATAM,Cruz,Karen,Small,Bank Transfer
21836,17,117.3,10,1916.43,2025-01-01,In Process,1,1,2025,Ships,126.2,S40_5154,"Rogers, Horne and Mora",001-886-877-5349,4769 Shane Trace Suite 286,Apt. 827,North Melissachester,IN,86121,Guinea-Bissau,APAC,Cannon,Elizabeth,Small,PayPal
29509,59,50.64,6,3115.85,2025-02-04,On Hold,1,2,2025,Motorcycles,48.49,S73_8654,Vargas-Turner,774-534-0046x22112,578 Alisha Island,Suite 451,Ianside,DE,75311,Guadeloupe,EMEA,Chase,Amy,Medium,Bank Transfer
26313,7,106.62,6,717.81,2025-05-13,In Process,2,5,2025,Vintage Cars,116.95,S38_6157,Adams LLC,(911)529-0547,5562 Garrison Rue,Apt. 606,Wagnerside,MS,44033,Maldives,EMEA,Mathews,Christopher,Small,PayPal
23494,55,65.42,5,3562.04,2025-05-13,Shipped,2,5,2025,Motorcycles,76.47,S43_7432,Chapman-Schultz,+1-649-244-2304,020 Bryce Hills Suite 073,Suite 026,Mcdanielview,KY,96603,Oman,APAC,Wall,Tyrone,Medium,Cash
27865,93,89.91,7,8366.56,2025-05-12,In Process,2,5,2025,Trucks and Buses,81.53,S56_8734,Craig-Woods,328.852.0913x173,158 Yang Skyway,Apt. 859,Pagefurt,GU,81224,Finland,LATAM,Foster,Heather,Large,PayPal
10686,31,70.87,6,2162.54,2025-02-08,In Process,1,2,2025,Motorcycles,73.77,S38_1452,Peterson-Williams,739-388-6461,789 Macdonald Lodge Apt. 287,Suite 446,Seanburgh,ME,14831,Bosnia and Herzegovina,LATAM,Carter,Sarah,Medium,Bank Transfer
22131,46,65.26,3,3011.89,2025-01-19,On Hold,1,1,2025,Classic Cars,60.77,S21_6236,"Rodriguez, Henderson and Mahoney",702-773-2599,4471 Ray Square,Apt. 530,Hartside,CT,11727,Central African Republic,APAC,Roberts,Margaret,Medium,Bank Transfer
18716,21,31.59,6,628.42,2025-04-18,Shipped,2,4,2025,Trains,35.07,S59_2761,Clark-Gonzales,(657)542-2925x2813,6232 Brian Run,Suite 323,Marshmouth,NV,22753,United States of America,LATAM,Daniels,Crystal,Small,PayPal
12932,40,103.93,7,4198.39,2025-01-02,Cancelled,1,1,2025,Classic Cars,112.71,S56_2289,Leon-Hopkins,001-365-277-8871x7038,39285 Meadows Summit,Suite 783,Fosterberg,CA,69808,Gibraltar,APAC,Wilkins,Kevin,Medium,PayPal
14128,19,120.38,5,2302.75,2025-06-20,Cancelled,2,6,2025,Ships,142.2,S79_1524,Wilcox-Grant,(953)860-4558,59430 Travis Circle,Apt. 958,Travisbury,PW,52149,Iran,APAC,Wright,Rose,Medium,Credit Card
17491,22,33.01,10,795.65,2025-03-02,Cancelled,1,3,2025,Trains,32.15,S65_8901,"Guerrero, Carson and Williams",379-375-1254x6616,491 Silva Turnpike Suite 733,Apt. 899,North Jamesmouth,MS,13713,Denmark,APAC,Morgan,Gina,Small,PayPal
16820,9,117.74,3,1087.63,2025-06-27,Shipped,2,6,2025,Planes,107.72,S20_8296,"Wilson, Ross and Williams",204.498.6532x31152,899 Butler Point Suite 423,Suite 987,Moraleschester,CT,32900,New Zealand,APAC,Cortez,David,Small,Bank Transfer
14811,27,24.73,7,592.83,2025-03-27,In Process,1,3,2025,Trains,28.96,S28_1083,Meyer-Hall,(547)769-6483x90585,2572 Erica Glen,Suite 411,Port Gregory,GA,71425,Lithuania,APAC,Sanders,Karen,Small,Bank Transfer
27787,54,64.84,4,3560.02,2025-04-21,Cancelled,2,4,2025,Motorcycles,76.05,S36_5791,"Edwards, Meyer and Kirk",949-512-7987,1776 Daniel Ranch,Apt. 331,Port Lisa,WI,12313,Bermuda,LATAM,Jones,Erin,Medium,Credit Card
27220,42,44.64,3,1952.24,2025-03-30,Shipped,1,3,2025,Motorcycles,37.52,S98_1497,Harris Inc,3693484696,84780 Erin Light,Suite 676,North Lindsey,WA,80156,Malta,LATAM,Martin,Diane,Small,Credit Card
24489,47,48.5,6,2329.93,2025-04-29,In Process,2,4,2025,Motorcycles,50.07,S30_2693,White PLC,(638)663-9887x31674,3890 Jordan Ranch Suite 965,Suite 108,Lake Heidiberg,GA,86509,Cote d'Ivoire,APAC,Michael,Matthew,Medium,Bank Transfer
22097,36,71.9,1,2525.86,2025-04-06,Shipped,2,4,2025,Classic Cars,74.61,S17_5721,Brooks Group,973-853-1167,47644 Whitney River Suite 329,Apt. 165,Hillview,WI,66398,French Polynesia,LATAM,Lopez,Julie,Medium,PayPal
10537,35,55.05,5,1890.73,2025-02-18,In Process,1,2,2025,Motorcycles,61.76,S67_3101,Webster-Williams,490.552.2960,21975 Morris Place,Apt. 207,West Carriestad,CO,64591,Belize,LATAM,Williams,Manuel,Small,Credit Card
26417,11,29.74,1,285.32,2025-06-11,Shipped,2,6,2025,Trains,25.22,S37_1652,Rios LLC,+1-226-467-5233x226,033 Toni Walks Apt. 227,Apt. 358,North John,AR,53516,Gambia,LATAM,Hinton,Jessica,Small,Credit Card
15586,11,101.99,9,1197.45,2025-02-08,Shipped,1,2,2025,Planes,97.68,S90_6750,Brown-Williams,001-461-247-4540x4847,35905 Gibbs Rest,Apt. 844,Bradshawside,KS,29973,Oman,LATAM,Mora,Carrie,Small,PayPal
21395,42,79.46,5,3214.76,2025-02-25,Cancelled,1,2,2025,Motorcycles,82.67,S69_4354,"Robertson, Ortega and Collins",694.957.6307x451,513 Stephanie Rapids,Suite 930,Simsburgh,WA,7805,Malawi,APAC,Davila,Scott,Medium,Credit Card
23690,37,109.57,5,3994.43,2025-06-23,On Hold,2,6,2025,Classic Cars,98.57,S67_2390,"Griffin, Ashley and Sanchez",435-337-2967x902,0731 Jeffrey Forest,Apt. 271,Millerville,ME,27734,Lao People's Democratic Republic,LATAM,Poole,Brenda,Medium,PayPal
14129,84,55.7,9,4749.27,2025-06-11,Cancelled,2,6,2025,Trucks and Buses,49.15,S47_1543,"Pearson, Campbell and Hall",+1-608-756-8604,4321 Debbie Highway Apt. 891,Suite 587,Teresaview,IL,56262,Jamaica,APAC,Lawrence,Carlos,Medium,Bank Transfer
27390,10,107.5,2,1087.31,2025-05-04,On Hold,2,5,2025,Ships,98.03,S72_6503,Duncan Inc,7155869788,172 Alexander Track,Suite 064,Reevesburgh,NJ,20695,Reunion,LATAM,Church,Tyler,Small,PayPal
24029,56,45.51,9,2637.43,2025-01-29,In Process,1,1,2025,Motorcycles,53.0,S21_5646,"Williams, Maldonado and Crosby",309.444.4541x132,0104 Laura Club Suite 921,Apt. 857,Feliciaburgh,DC,69660,Guatemala,EMEA,Snyder,Stephen,Medium,Cash
24443,42,87.37,8,3633.9,2025-04-28,Resolved,2,4,2025,Classic Cars,84.55,S77_3063,Davis-Lewis,200.483.3349,7002 Heather Mills Apt. 522,Suite 004,New Aaronfurt,MI,68383,Bouvet Island (Bouvetoya),LATAM,Lucas,Samantha,Medium,Credit Card
17554,34,79.07,1,2714.83,2025-05-13,On Hold,2,5,2025,Motorcycles,74.79,S48_7928,Gallegos Group,001-398-805-4502x45694,06514 Wayne Glens Apt. 845,Suite 671,Cooperview,DC,84436,Bosnia and Herzegovina,APAC,Franklin,Jessica,Medium,Bank Transfer
27750,30,41.95,7,1145.6,2025-04-06,On Hold,2,4,2025,Motorcycles,46.68,S85_2097,"Benson, Morales and Bean",+1-707-786-0524,0917 Dawn Fall,Apt. 483,East Jason,MA,7772,Bulgaria,APAC,Banks,Adrian,Small,Credit Card
20925,66,77.64,4,5290.58,2025-03-10,Shipped,1,3,2025,Trucks and Buses,92.56,S90_8276,Castaneda-Harris,001-300-291-5139x6013,64377 Shane Oval Apt. 665,Apt. 334,Port Patrickville,AL,44186,Saint Pierre and Miquelon,LATAM,Gardner,Tracie,Large,PayPal
24498,22,111.14,4,2517.62,2025-01-28,Shipped,1,1,2025,Classic Cars,93.47,S96_5378,Rodriguez-Peters,(579)975-3783,9087 Jacobs Mountains Suite 434,Suite 768,Port Jesseport,NH,50429,French Southern Territories,APAC,Vaughan,Monica,Medium,Credit Card
17715,10,113.44,8,1210.26,2025-01-20,On Hold,1,1,2025,Planes,124.44,S45_6009,Lawrence-Mcdonald,(620)457-0233x592,43557 Horton Parkways,Suite 311,South Oliviashire,ND,1951,Korea,LATAM,Rivera,Haley,Small,Cash
